id_gov,id_google,name,user_ratings_total,rating,reviews.author_name,reviews.rating,reviews.text,reviews.profile_photo_url,reviews.text.aievaluated
CWOH/1261011/2021/05/981,ChIJn4g4tRFbFkcRPEfYuwcsoGw,Hotel Pollera,767,4.4,Chloe jayne nicholson,5,"All I can say is wow! Hotel is in a brilliant location for walking distance for everything
Good was so lovely!
Staff are so friendly and very helpful full
Room well I’ve never seen cleaner rooms in all my life.
It’s an oldie worldie hotel with so much character. I’d certainly recommend a stay here I really didn’t want to leave. Our stay has been magical",https://lh3.googleusercontent.com/a/ACg8ocIbSdfMpVjUnQOWLPbHvFUnZi6LBvE0sZRZvQmv_jzBxKIFeQ=s128-c0x00000000-cc-rp-mo,location
CWOH/1261011/2021/05/981,ChIJn4g4tRFbFkcRPEfYuwcsoGw,Hotel Pollera,767,4.4,Assad Hamid,5,"Oldest hotel in town, impressed how they preserve the building and cleanliness, specially the toilets are super clean shinning with white marble tiles.

Location of hotel is excellent which makes it more convenient. Walking distance to every important place.
Sprinkler water, coffee and tea 🫖 provided (complimentary)

If I visit Krakow, I would definitely stay there again.",https://lh3.googleusercontent.com/a-/ALV-UjXitpFmj_deTwFglwsIr90yUrov3qsXCAWtB3i9Tmf4HFIs8VGd=s128-c0x00000000-cc-rp-mo-ba4,cleanliness
CWOH/1261011/2021/05/981,ChIJn4g4tRFbFkcRPEfYuwcsoGw,Hotel Pollera,767,4.4,Michaela Kršiaková,4,"Well located hotel with parking, old-fashioned style, but feels very nice. Breakfast was great, room was a bit small and we could hear every noise from the corridor.",https://lh3.googleusercontent.com/a-/ALV-UjXseq_csqHzUQ1AneD1ayr499cpHt0ZRtu90cOGwBeNUScAHTOW=s128-c0x00000000-cc-rp-mo-ba3,noise
CWOH/1261011/2021/05/981,ChIJn4g4tRFbFkcRPEfYuwcsoGw,Hotel Pollera,767,4.4,John Jewers,4,"A pleasant old world hotel with a history. Excelleny location in the old town, good breakfast.  Fair sized rooms, bathroom and shower compact.  Our room had two muli socket extensions with very adequate USB connectors. Pleasant reception staff.",https://lh3.googleusercontent.com/a/ACg8ocJ70qhWZ_wTIj9bceYqulMd_El6XYxAl1p8dWntpx-dbB1DQg=s128-c0x00000000-cc-rp-mo,location
CWOH/1261011/2021/05/981,ChIJn4g4tRFbFkcRPEfYuwcsoGw,Hotel Pollera,767,4.4,Peter Knight,4,"Old-school decor and a bit rough around the edges which added to the charm. Good value considering the location. Strong WiFi signal. Nice beds with clean soft sheets (I personally love having a separate duvet for each person in a double bed!) For our money we secured a small suite which was nice to relax in before dinner. Location was very good. Definitely a good base to explore Krakow.

Not pretending to be a luxury hotel, but also far from sluming-it. Recommended 3-star hotel experience.",https://lh3.googleusercontent.com/a-/ALV-UjVnl_tDSLuWn6HRsR20eHTtYiw6bVM5Ox4inck1Q_f6WFi3BCN_=s128-c0x00000000-cc-rp-mo-ba2,value
CWOH/1261011/2021/05/982,ChIJxzsjlcBaFkcRsMRsBFenXyY,Hotel Swing,2182,4.2,Yevhen Kozlov,5,"I had a week-long stay and everything was perfect. Clean rooms, good control over temperature, good windows which block most of the city sounds.
Also not every hotel provides you with a kettle and freezer in a room.
I was impressed.

Also large parking.",https://lh3.googleusercontent.com/a/ACg8ocKVPrKlwxwRFGJ0pFzgwCTn27eHcy5a4Mnrb_SLe-NjebNJLw=s128-c0x00000000-cc-rp-mo-ba4,cleanliness
CWOH/1261011/2021/05/982,ChIJxzsjlcBaFkcRsMRsBFenXyY,Hotel Swing,2182,4.2,7amotti Ola,1,"Worest stay ever. Avoid this hotel under any circumstances even if they offer you the whole stay for free avoid this hotel!
Hotel is unlighted at night. Personal is the worest I have ever seen. Heating is not working in the rooms. We tried to call them more than 30 min they don't pick up the phone.
Never ever again!",https://lh3.googleusercontent.com/a/ACg8ocLwropQ5DNqOq4S4NJLy3Uuz146osg59Iw717Y6bPGONIHq=s128-c0x00000000-cc-rp-mo,noise
CWOH/1261011/2021/05/982,ChIJxzsjlcBaFkcRsMRsBFenXyY,Hotel Swing,2182,4.2,Martin T,5,"I stayed here with my wife and two girls aged 5 and 7 and we had a nice time, we booked into a family room so we were given adjoining rooms with good and clean facilities.

The hotel staff were all very friendly and helpful with anything we needed like check in and getting wrist bands for free access to the park play area next to the hotel.

The location is a bit out of the city centre and about a 15 min taxi ride from the Krakow main square for instance so bear that in mind.",https://lh3.googleusercontent.com/a-/ALV-UjVFKfhXC4BN2Jju-jFMT32wDIHRLOr-7XhFenosm8CSHoWiDB_I=s128-c0x00000000-cc-rp-mo-ba4,cleanliness
CWOH/1261011/2021/05/982,ChIJxzsjlcBaFkcRsMRsBFenXyY,Hotel Swing,2182,4.2,Jana Korycka,5,"We were invited for baptism celebration and the food was very tasty. They had perfect place to have music, dancing, separate space for kids. We enjoyed the party very much.",https://lh3.googleusercontent.com/a-/ALV-UjX_wp2U__7Le6tLID23piFUV3pxnm6is9ENgSIHGZiYyqVl3LCryg=s128-c0x00000000-cc-rp-mo-ba6,view
CWOH/1261011/2021/05/982,ChIJxzsjlcBaFkcRsMRsBFenXyY,Hotel Swing,2182,4.2,Edwin Naezer,5,"Location close to quattro buildings, walking distance. Service is awesome, especially Karolina is always there to help.",https://lh3.googleusercontent.com/a/ACg8ocIX43SKQAr8IyObJbxuMK7UtN88MrbHjrH4WTvO21g3gepOjQ=s128-c0x00000000-cc-rp-mo,service
CWOH/1261011/2021/05/985,ChIJr7HozSJcFkcRKB1vvJiGYKc,Bona hotel,361,3.6,Andy Fergie,4,Great home-cooked Polish meals. The food was an absolute highlight of my stay. Friendly staff who go the extra mile for you. Quiet location. Clean room with a modern en-suite. Very cheap rates. Large breakfast selection.,https://lh3.googleusercontent.com/a-/ALV-UjUypdeMdKGGjIoRw4sLTVH_3XaBSGEk8VfeAuRu3exvW3Z0jxuwAg=s128-c0x00000000-cc-rp-mo-ba3,breakfast
CWOH/1261011/2021/05/985,ChIJr7HozSJcFkcRKB1vvJiGYKc,Bona hotel,361,3.6,Charlie Self,4,"We arrived via uber. There is a large gate controlled car park. We were greeted at the 24 hour reception, given a key to our room and advised on breakfast times.

The room is very basic but serves its purpose.  Bed with bedside tables, wardrobe, table with bottled water but no kettle, 2 chairs, mirror, small TV and coat hanger. Towels were provided, there is no hair dryer. The en suit shower was powerful enough but we did find the hot water runs out if you use it too long. Cold showers aren't fun. The room was clean but not spotless. The furnishings were dated, looking like something your grandparents would have but served its purpose. The bed was very comfortable, extra blankets available if needed. Central heating was on. There was a desk fan but no air conditioning so I imagine it gets warm in the summer.

Breakfast was a help yourself buffet. The food was delicious. There is a bar selling a range of liquids and you can take coffees etc to your room.

The cost of a night stay provides excellent value for money.

I probably would have given 3 stars however the staff were incredibly helpful. We had a bit of a disaster with our suitcase on the journey to the hotel. A bottle of drink had leaked all over our clothing for a wedding the next day. There are no laundry facilities at the hotel and we did not have time to go to a laundrette. The lady at the reception desk offered to take our soaked clothing back to her home to wash them so they'd be clean the next day. This was such a relief for us and we were very grateful. This example is what sets this hotel apart from others; the staff are kind and friendly.",https://lh3.googleusercontent.com/a-/ALV-UjXfl5BoadaJEy352YB7BaxqRo7qQufuREvNX7a1_E8STpFlgQc=s128-c0x00000000-cc-rp-mo-ba4,service
CWOH/1261011/2021/05/985,ChIJr7HozSJcFkcRKB1vvJiGYKc,Bona hotel,361,3.6,Manuel Kaminski.,5,"Very good food and I have to say that the accommodation was a great deal and very comfortable. I will stay there again  for it is one of the best in the area... Thankyou for explaining where the greenhouse's came from and your future plans on a mini Golf-Course.

Nice Family Business...:)",https://lh3.googleusercontent.com/a-/ALV-UjWQAISbgbgCX7hB7XEuBhw_2qcMYOrQ_924dsgQcV3VBnBzpq9B=s128-c0x00000000-cc-rp-mo,comfort
CWOH/1261011/2021/05/985,ChIJr7HozSJcFkcRKB1vvJiGYKc,Bona hotel,361,3.6,Richard S,4,On site parking with good food. Staff keen to help with quick service. A bit dated but still a good place to stay.,https://lh3.googleusercontent.com/a/ACg8ocIndO_2mJL7JIOregNz5GPYwpogp4Tk0EfLTD4W-libnLvTYQ=s128-c0x00000000-cc-rp-mo,price
CWOH/1261011/2021/05/985,ChIJr7HozSJcFkcRKB1vvJiGYKc,Bona hotel,361,3.6,Ove Bentzen,4,Nice and clean. The restaurant makes great food at good prices,https://lh3.googleusercontent.com/a-/ALV-UjWm0Op7CoBMQ2OUcW_3lp8ym5RunLQRlbPvm2TThyn19WS1wTio=s128-c0x00000000-cc-rp-mo-ba3,cleanliness
CWOH/1261011/2021/05/987,ChIJi6OSw-FbFkcR0NjC4j4cHdg,Hotel Wawel,224,4.7,Joe T,5,"Excellent hotel in a fantastic location. The rooms and all other parts of the hotel were very clean. Reception staff were all very helpful and friendly. My bed was really comfy and the pillows were too. En-suite bathroom was of a high standard. Orangery with complementary tea/coffee was a nice place to sit, relax and/or socialise. Hotel Wawel truly is a wonderful hotel and I would highly recommend it for a stay in Krakow, a couple of minutes walk from the square. Reception staff even loaned me a plug adapter to charge my phone as I forgot mine.",https://lh3.googleusercontent.com/a-/ALV-UjUM8n0Sj4-wKC4x6FR_jWXYP2F9N5TO7m-bjT_bcyYQD4AqpIJx=s128-c0x00000000-cc-rp-mo-ba4,cleanliness
CWOH/1261011/2021/05/987,ChIJi6OSw-FbFkcR0NjC4j4cHdg,Hotel Wawel,224,4.7,Wanda Schwab,5,Great European style hotel. Perfect walkable locations to sites.  Wonderful customer service. Enjoyed the daily breakfast. Glad we didn’t pick a typical USA chain type hotel this time.  Thank you Hotel Wawel!,https://lh3.googleusercontent.com/a/ACg8ocL93DCmaWobIw_LkRIt20DhGPM4X7jkqnEncsGVRD4aJDfWbg=s128-c0x00000000-cc-rp-mo,view
CWOH/1261011/2021/05/987,ChIJi6OSw-FbFkcR0NjC4j4cHdg,Hotel Wawel,224,4.7,Cornelia Hoppe,5,"I couldn’t be more pleased with my experience. The hotel is ideally situated in the city center, offering easy access to all the main attractions, yet it maintains a peaceful and quiet atmosphere—perfect for a relaxing stay. Numerous restaurants are just a short walk away, making it convenient to explore the local culinary scene.

The staff were exceptionally friendly and welcoming, always ready to assist with a smile. Their hospitality truly enhanced my stay. The rooms were impeccably clean and well-maintained, reflecting the hotel’s high standards of service.

Overall, Hotel Wawel’s combination of a prime location, serene environment, and outstanding service make it an excellent choice for anyone visiting Krakow. Highly recommended!",https://lh3.googleusercontent.com/a-/ALV-UjXQ4xYLTCHgf2qnoMqGDJjq0GC-X4TGkLhSUYtKDinzcee65sw0=s128-c0x00000000-cc-rp-mo-ba4,location
CWOH/1261011/2021/05/987,ChIJi6OSw-FbFkcR0NjC4j4cHdg,Hotel Wawel,224,4.7,Laura Tully-Green,5,"I stayed here at the end of August, into the beginning of September for 5 days and I think it's a lovely hotel. I was checked in upon arrival, 3 hours before the check in time and the room was beautiful and also very clean. The receptionist (bald guy who I didn't get his name) was very friendly and welcoming as were all the staff I came into contact with.
Stunning interior, good facilities and fantastic location, which is very central and a five minute walk from the main square. The breakfast was very varied and delicious.
Very very good experience being here, I would book this hotel again and recommend it . Very happy customer here, thank-you 😁",https://lh3.googleusercontent.com/a/ACg8ocLgUQe0sxXbonWeGOaOFiypaQodi9kBH6AQRB0kBS28kW34IQ=s128-c0x00000000-cc-rp-mo-ba3,cleanliness
CWOH/1261011/2021/05/987,ChIJi6OSw-FbFkcR0NjC4j4cHdg,Hotel Wawel,224,4.7,Andrew Koehler,5,"I love the location directly in Old Town, close to the outskirts to grab a tram if needed.
Classic building with coold elevator.
I felt this was a good bargain and a nice experience.",https://lh3.googleusercontent.com/a-/ALV-UjUO6O_S3_kT-8jZSJ5--PqxrKcPGBksjqLJj2kqAk-pVGTNN63mAw=s128-c0x00000000-cc-rp-mo-ba3,location
CWOH/1261011/2021/05/990,ChIJJ47uaBZbFkcRwcQJ_t56AgY,Hotel Batory,957,4.4,Petra Peterfi,5,"We were satisfied with the room, a small refrigerator might not be bad if it were.
The location of the hotel is good, as it was close to the center.
The breakfast was plentiful and delicious.  The staff is also was nice.",https://lh3.googleusercontent.com/a-/ALV-UjXybAHlheAIuRB8TVgcRHP2vD6PwfUUgETmwzmBnLXUJoVTEo9v=s128-c0x00000000-cc-rp-mo,breakfast
CWOH/1261011/2021/05/990,ChIJJ47uaBZbFkcRwcQJ_t56AgY,Hotel Batory,957,4.4,Paula Thompson,4,Excellent location 10 mins walk to the main square. All the receptionists are very helpful they helped us book a trip to the salt Mine and ordered taxis if we needed one. The hotel looks like it has recently been decorated. The buffet breakfast was very good and our room was lovely and warm.,https://lh3.googleusercontent.com/a-/ALV-UjUepZ6tHcL5M6vY8v8YysmVVYbrX_5mnui00GTrAitlBl7RjhYHXg=s128-c0x00000000-cc-rp-mo-ba5,location
CWOH/1261011/2021/05/990,ChIJJ47uaBZbFkcRwcQJ_t56AgY,Hotel Batory,957,4.4,Lee Hadfield,5,"Such a wonderful stay the rooms are spacious very clean and the staff are super friendly
The breakfast has plenty of choice. If i come back to krakow, I would definitely stay here again
Five stars 🌟 for me thank you",https://lh3.googleusercontent.com/a/ACg8ocKYawGkqnBYtwL8EUQhh9C_Lpdn885Ehr0E-Jd7O2MM2yMS9A=s128-c0x00000000-cc-rp-mo-ba3,cleanliness
CWOH/1261011/2021/05/990,ChIJJ47uaBZbFkcRwcQJ_t56AgY,Hotel Batory,957,4.4,Colin Moore,5,Stayed here with my Daughter & Grandaughter from the 5th January  till this morning 08/01/2025 the staff were great alway had a smile and a hello for you breakfast  was great place was spotless beds were very comfortable and you got a free safe deposit box we would100% stay here again thank you for having us location was a 10/15 minute walk to the square which was great loads of shops and restaurants and bars people were amazing,https://lh3.googleusercontent.com/a/ACg8ocKAr3R6FqH9zavUSJusVqNHyyVrlomTe1sp03BNGZuB4u78Hg=s128-c0x00000000-cc-rp-mo,bed
CWOH/1261011/2021/05/990,ChIJJ47uaBZbFkcRwcQJ_t56AgY,Hotel Batory,957,4.4,Frank Mullins,2,"A wee bit run down , basic rooms . But clean comfortable , location is close to a hostel and at night , not a great environment",https://lh3.googleusercontent.com/a-/ALV-UjWx8cQv7y9xTQXt0Zw7cVOLVBsOXGIVhhFA1H3bHouO09scfC2R8w=s128-c0x00000000-cc-rp-mo-ba3,cleanliness
CWOH/1261011/2021/05/996,ChIJU8QM4sJbFkcRlUYCmUdCNIM,Restauracja Atrium,150,4.6,Anastasiia Kotiuzhynska,2,"Very poor restaurant in terms of food. Not sure if it’s just because we were during Restaurant Week or it is always like that. But considering we were alone there, probably always. The least interesting menu I’ve seen in the restaurant. Combinations like potato with potato or duck with duck. Complete fiasko. Service is lazy and completely demotivated. Lack of atmosphere as they didn’t even bother to cover coffee machine from breakfast buffet. Chairs are new but already dirty. I would avoid this place.",https://lh3.googleusercontent.com/a-/ALV-UjX9-965d_lzwCRG0xHaRWlrEm9LDA8dTm2eyrgMOMkoASSddQ=s128-c0x00000000-cc-rp-mo-ba5,service
CWOH/1261011/2021/05/996,ChIJU8QM4sJbFkcRlUYCmUdCNIM,Restauracja Atrium,150,4.6,Jules Eve,5,"Everything we ate and drank at this restaurant was delicious, beautifully presented, and sophisticated. The waiter was really nice, he explained the dishes to us, and told us that the chef had just come back from a pasta making workshop in Italy and used authentic methods and ingredients. And indeed, you could really tell that the duck ravioli was high quality.
The cream of cauliflower soup was heavenly, I’ve never had one like it.
I would absolutely recommend this amazing restaurant, and I’m already looking forward to coming back here next time I’m in Krakow.
I also think given we ordered two cocktails, two starters, two mains and a desert to share, the price was very good.",https://lh3.googleusercontent.com/a/ACg8ocJEnZDeNIvIq538y974RQxYrkMC-2Ifq0ChcrKlGStPgw3BVA=s128-c0x00000000-cc-rp-mo,price
CWOH/1261011/2021/05/996,ChIJU8QM4sJbFkcRlUYCmUdCNIM,Restauracja Atrium,150,4.6,Ilgar Aliyev,5,"Very nice place inside of the hotel! Food was tasty, waiting time was fine, serving manner was very nice! 👍 We had a very nice time with my friends visiting from Warsaw in this restaurant!

Non-alcoholic wine was amazing 🤩

P.s. I booked the place via Finebite app to get 50% discount on food while ordering cocktails 🍹",https://lh3.googleusercontent.com/a-/ALV-UjUjrmduAbLHHQtxtFxgzCjW29Nwqx0ufGdh6BhM_1WuBNDBP54=s128-c0x00000000-cc-rp-mo-ba3,food
CWOH/1261011/2021/05/996,ChIJU8QM4sJbFkcRlUYCmUdCNIM,Restauracja Atrium,150,4.6,Chao Liu,5,"We visited this restaurant located in the Atrium hotel during Restaurant Week in November 2023. The waiter in the restaurant seemed busy, but the quality of the food was quite great. The appetizer salad was extremely rich in texture and refreshingly seasoned, while the beef tenderloins and Parmesan cheese pancakes inside were very moreish. The main dish of duck breast was perfectly cooked and the red cabbage puree was so delicate. The white chocolate mousse with meringue was also a dessert that exceeded my expectation. I’d love to come again!",https://lh3.googleusercontent.com/a/ACg8ocJV0dqV3kuAsaC-mFN5LFRVR6C9OYkCaHAUfk67Jfsx6CTA4Q=s128-c0x00000000-cc-rp-mo-ba4,service
CWOH/1261011/2021/05/996,ChIJU8QM4sJbFkcRlUYCmUdCNIM,Restauracja Atrium,150,4.6,Łukasz Wilk,5,"The place is outstanding! Service is very friendly and professional, the design is in modern style, very beautiful. Food is simply delicious, in particular I recommend goat chees, the duck and for the desert tarta. Prices are reasonable.",https://lh3.googleusercontent.com/a-/ALV-UjVFBbYZiDYGKJPCuwvlE29NfzfRrHvBzVfbTuQrDaD2ZkQ02W1U=s128-c0x00000000-cc-rp-mo-ba4,service
CWOH/1261011/2021/05/1000,ChIJ4co5fRFbFkcRZkqXv0afpmQ,Gródek Hotel & Restaurant,342,4.6,Greg Windsor,5,"Had a fantastic stay here. The staff were helpful and friendly.
We ate a couple of times at the restaurant and the meals were very outstanding.
The bedroom was very spacious.",https://lh3.googleusercontent.com/a-/ALV-UjUMHT9SwxrAqYVa9dpF6LJP_d1TGv1bmRenvd1tTnMG4yFMIHgM=s128-c0x00000000-cc-rp-mo-ba4,staff
CWOH/1261011/2021/05/1000,ChIJ4co5fRFbFkcRZkqXv0afpmQ,Gródek Hotel & Restaurant,342,4.6,Selena Grant,3,"We had stayed previously and the staff, the charm everything was incredible BUT now - The bar was usually either not staffed or closed
Booked in for a week over Christmas 24 - booked Christmas day dinner in the hotel for 7 people - menu sounded lovely and was agreed 4 weeks prior to arriving but on the day we were given ribs as the main course ( price was not changed ) a very very expensive average meal, so unfortunately it's a never go back for us .",https://lh3.googleusercontent.com/a/ACg8ocIbbDwUcsRxzPR7Stt6kIWTGXcgySHjLbcLodB3Lxz5cCCqXA=s128-c0x00000000-cc-rp-mo,price
CWOH/1261011/2021/05/1000,ChIJ4co5fRFbFkcRZkqXv0afpmQ,Gródek Hotel & Restaurant,342,4.6,Steve Kim,5,"Really lovely experience in Gródek Hotel. Everything was clean and service was fantastic, outside the hotel feels very nice as it is just a few min walk to the city centre.

The receptionist was very helpful! The staff are always attentive and willing to help.

They also have a very cosy bar downstairs and feels almost very exclusive.

They also have a lovely terrace upstairs.

Very nice for couples to visit.

Highly recommended!",https://lh3.googleusercontent.com/a-/ALV-UjV_YJtprc3jkArDY2wTXlIvmjrrJ4lBNBABHLsNQxhQR-aYBo4dxQ=s128-c0x00000000-cc-rp-mo-ba2,cleanliness
CWOH/1261011/2021/05/1000,ChIJ4co5fRFbFkcRZkqXv0afpmQ,Gródek Hotel & Restaurant,342,4.6,Lasura,5,"Brilliant hotel in a great location, just a few minutes walk from the station and local attractions. Our room was absolutely amazing, historical furniture and decor, beautiful wallpaper, great facilities. The bed was a pleasure to sleep on, great, firm mattress, comfortable pillows and duvet. The room was well conditioned.

The breakfast was delicious and the staff were helpful and kind and spoke English well.

Didn't try the restaurant.",https://lh3.googleusercontent.com/a-/ALV-UjWnnHIUAE9NhNeDEGgH_ukSk9GWSksht5xDQl5vt_q96eopBUBo=s128-c0x00000000-cc-rp-mo-ba4,location
CWOH/1261011/2021/05/1000,ChIJ4co5fRFbFkcRZkqXv0afpmQ,Gródek Hotel & Restaurant,342,4.6,S,3,"This hotel is in a great location which is only thing worth 5 * about this hotel. In general this is a good 3* hotel rather than a 5* due to following:
Rooms are very small with a super small bed. Curtains does not shield from outside light. Also rooms are not sound proof so you can hear all street noise even on third floor. The AC in the room was not working which is a must in hot weather. Reception lady was kind enough to bring me a fan.

Also breakfast was ok with limited options, nothing compared to a 5* breakfast.

Reception area is very small with no place to sit.",https://lh3.googleusercontent.com/a-/ALV-UjX3aumH8x5jxanFpLVcpELEE3Of21jRfVdpGB8YQOrfwYu1ATTY=s128-c0x00000000-cc-rp-mo-ba3,location
CWOH/1261011/2021/05/1005,ChIJn93AuCxFFkcR28euZETTlM8,Hotel Justyna,688,4.2,Andrew Koehler,5,"It met my expectations perfectly.  The service, location, and experience were all excellent.  Sure the rooms are not necessarily modern etc, but they did the trick and everything worked.
Good bargain, I recommend.",https://lh3.googleusercontent.com/a-/ALV-UjUO6O_S3_kT-8jZSJ5--PqxrKcPGBksjqLJj2kqAk-pVGTNN63mAw=s128-c0x00000000-cc-rp-mo-ba3,service
